   0.0194   0.0246  91.20   28.123    1.967
   0.0246   0.0291  91.20   24.449    1.754
   0.0291   0.0348  91.20   23.755    1.704
   0.0348   0.0396  91.20   23.868    1.675
   0.0396   0.0453  91.20   20.396    1.657
   0.0453   0.0502  91.20   20.447    1.850
   0.0502   0.0561  91.20   18.704    1.942
   0.0561   0.0669  91.20   15.450    1.423
   0.0669   0.0778  91.20   14.670    1.214
   0.0778   0.0887  91.20   13.518    1.211
   0.0887   0.0996  91.20   10.673    1.108
   0.0996   0.1105  91.20    8.446    1.207
   0.1105   0.1325  91.20    8.746    0.984
   0.1325   0.1644  91.20    3.660    0.943
   0.2083   0.2303  91.20    2.013    0.270
   0.2303   0.2742  91.20    1.181    0.140
   0.2742   0.3182  91.20    0.812    0.098
   0.3182   0.3842  91.20    0.496    0.060
   0.3842   0.4711  91.20    0.113    0.035
   0.4711   0.6031  91.20    0.043    0.021
   0.6031   0.7681  91.20    0.020    0.014
