   0.0194   0.0246  91.20   22.568    5.787
   0.0246   0.0291  91.20   29.383    5.153
   0.0291   0.0348  91.20   17.470    4.687
   0.0348   0.0396  91.20   15.598    4.606
   0.0396   0.0453  91.20   19.153    4.659
   0.0453   0.0502  91.20   13.974    5.035
   0.0502   0.0561  91.20    6.235    5.315
   0.0561   0.0669  91.20   10.876    3.659
   0.0669   0.0778  91.20    9.612    3.136
   0.0778   0.0887  91.20    8.979    3.026
   0.0887   0.0996  91.20   10.572    3.021
   0.0996   0.1105  91.20   10.256    3.218
   0.1105   0.1325  91.20    8.133    2.510
   0.1325   0.1644  91.20    8.022    2.607
   0.2083   0.2303  91.20    2.643    0.701
   0.2303   0.2742  91.20    3.293    0.370
   0.2742   0.3182  91.20    1.301    0.270
   0.3182   0.3842  91.20    0.660    0.170
   0.3842   0.4711  91.20    0.650    0.120
   0.4711   0.6031  91.20    0.229    0.073
   0.6031   0.7681  91.20   -0.003    0.046
