 1  1 0.1000E+01
 1  2 -.1588E+00
 1  3 0.4917E-02
 1  4 -.5080E-02
 1  5 -.4024E-02
 1  6 0.1979E-02
 1  7 -.3360E-02
 1  8 0.6269E-03
 1  9 -.2587E-02
 1 10 -.2675E-03
 1 11 -.4171E-02
 1 12 -.3606E-03
 1 13 -.1896E-02
 1 14 0.5279E-03
 1 15 0.1575E-03
 1 16 -.1385E-02
 1 17 0.2839E-03
 1 18 0.1902E-03
 1 19 -.1075E-02
 1 20 0.2940E-03
 1 21 0.0000E+00
 1 22 -.9579E-03
 1 23 0.0000E+00
 1 24 0.0000E+00
 1 25 -.6440E-03
 1 26 0.2872E-03
 1 27 0.0000E+00
 1 28 -.6689E-03
 1 29 0.0000E+00
 1 30 0.0000E+00
 1 31 0.2422E-03
 1 32 0.7207E-03
 1 33 0.0000E+00
 1 34 -.1670E-02
 1 35 -.1983E-03
 1 36 -.1486E-03
 1 37 0.9783E-03
 1 38 0.7468E-03
 1 39 0.1075E-03
 1 40 -.2080E-02
 1 41 -.8600E-03
 1 42 0.0000E+00
 1 43 0.1250E-02
 1 44 0.8795E-04
 1 45 0.0000E+00
 2  1 -.1588E+00
 2  2 0.1000E+01
 2  3 -.1963E+00
 2  4 0.3585E-03
 2  5 -.1605E-01
 2  6 0.4190E-02
 2  7 -.7864E-02
 2  8 0.0000E+00
 2  9 -.3431E-02
 2 10 -.3965E-03
 2 11 -.1289E-01
 2 12 -.5344E-03
 2 13 -.1757E-02
 2 14 -.7823E-03
 2 15 0.4667E-03
 2 16 -.1027E-02
 2 17 -.8416E-03
 2 18 0.2819E-03
 2 19 -.9561E-03
 2 20 -.4357E-03
 2 21 0.3110E-03
 2 22 -.1136E-02
 2 23 -.4407E-03
 2 24 0.3256E-03
 2 25 -.2386E-03
 2 26 -.4256E-03
 2 27 0.3249E-03
 2 28 -.7931E-03
 2 29 0.0000E+00
 2 30 0.0000E+00
 2 31 -.5384E-03
 2 32 0.0000E+00
 2 33 0.0000E+00
 2 34 0.0000E+00
 2 35 0.5878E-03
 2 36 0.0000E+00
 2 37 -.1208E-02
 2 38 0.0000E+00
 2 39 -.1594E-03
 2 40 0.2499E-03
 2 41 0.1147E-02
 2 42 0.0000E+00
 2 43 -.1892E-02
 2 44 -.1304E-03
 2 45 0.0000E+00
 3  1 0.4917E-02
 3  2 -.1963E+00
 3  3 0.1000E+01
 3  4 -.2304E+00
 3  5 -.1439E-01
 3  6 0.4987E-02
 3  7 -.1815E-01
 3  8 0.1005E-02
 3  9 -.1201E-01
 3 10 0.1287E-02
 3 11 -.3823E-01
 3 12 0.5782E-03
 3 13 0.0000E+00
 3 14 -.2540E-02
 3 15 0.5050E-03
 3 16 -.3703E-03
 3 17 -.1366E-02
 3 18 0.3050E-03
 3 19 -.6897E-03
 3 20 -.9428E-03
 3 21 0.3366E-03
 3 22 -.9216E-03
 3 23 -.9538E-03
 3 24 0.3524E-03
 3 25 0.2582E-03
 3 26 -.9211E-03
 3 27 0.3515E-03
 3 28 -.1073E-02
 3 29 -.4355E-03
 3 30 0.0000E+00
 3 31 0.7767E-03
 3 32 0.3853E-03
 3 33 0.2992E-03
 3 34 -.2009E-02
 3 35 -.3180E-03
 3 36 0.0000E+00
 3 37 0.1569E-02
 3 38 0.7185E-03
 3 39 -.1724E-03
 3 40 -.1713E-02
 3 41 0.1241E-02
 3 42 0.0000E+00
 3 43 -.2004E-02
 3 44 -.7052E-04
 3 45 0.0000E+00
 4  1 -.5080E-02
 4  2 0.3585E-03
 4  3 -.2304E+00
 4  4 0.1000E+01
 4  5 -.2264E+00
 4  6 -.1004E-01
 4  7 0.5526E-02
 4  8 -.5935E-03
 4  9 -.1760E-01
 4 10 0.0000E+00
 4 11 -.4181E-01
