   0.0125   0.0126  91.20   34.266    3.874
   0.0126   0.0127  91.20   34.143    3.560
   0.0127   0.0128  91.20   32.634    3.081
   0.0128   0.0130  91.20   32.189    2.739
   0.0130   0.0132  91.20   31.308    2.364
   0.0132   0.0133  91.20   33.269    2.238
   0.0133   0.0135  91.20   34.053    2.179
   0.0135   0.0138  91.20   32.082    2.065
   0.0138   0.0140  91.20   33.942    1.793
   0.0140   0.0142  91.20   36.108    1.792
   0.0142   0.0146  91.20   36.126    1.641
   0.0146   0.0148  91.20   33.258    1.065
   0.0148   0.0152  91.20   34.859    1.040
   0.0152   0.0156  91.20   35.159    1.058
   0.0156   0.0160  91.20   34.176    1.338
   0.0160   0.0164  91.20   34.540    1.416
   0.0164   0.0169  91.20   35.608    1.080
   0.0169   0.0173  91.20   35.087    2.916
   0.0173   0.0179  91.20   34.181    1.101
   0.0179   0.0184  91.20   33.833    2.583
   0.0184   0.0190  91.20   34.564    1.442
   0.0190   0.0196  91.20   33.071    1.472
   0.0196   0.0204  91.20   33.412    1.760
   0.0895   0.1092  91.20    8.305    0.712
   0.1092   0.1332  91.20    6.319    0.434
   0.1332   0.1622  91.20    4.710    0.279
   0.1622   0.1981  91.20    3.505    0.198
   0.1981   0.2416  91.20    2.447    0.135
   0.2416   0.2952  91.20    1.592    0.085
   0.2952   0.3605  91.20    1.004    0.057
   0.3605   0.4400  91.20    0.579    0.035
   0.4400   0.6565  91.20    0.192    0.015
   0.6565   1.0001  91.20    0.018    0.007
