   0.0194   0.0246  91.20   25.785    0.820
   0.0246   0.0291  91.20   23.265    0.840
   0.0291   0.0348  91.20   20.346    0.821
   0.0348   0.0396  91.20   18.864    0.951
   0.0396   0.0453  91.20   17.031    1.079
   0.0453   0.0502  91.20   16.574    1.172
   0.0502   0.0561  91.20   14.288    1.285
   0.0561   0.0610  91.20   12.176    2.217
   0.0610   0.0669  91.20   11.196    1.382
   0.0669   0.0718  91.20   11.515    0.997
   0.0718   0.0778  91.20    9.483    0.914
   0.0778   0.0827  91.20    9.600    0.887
   0.0827   0.0887  91.20    8.752    0.851
   0.0887   0.0996  91.20    8.015    0.752
   0.0996   0.1105  91.20    7.411    0.720
   0.1105   0.1215  91.20    6.770    0.708
   0.1215   0.1434  91.20    5.258    0.678
   0.1434   0.1644  91.20    4.090    0.897
   0.2083   0.2303  91.20    2.343    0.311
   0.2303   0.2522  91.20    1.949    0.087
   0.2522   0.2742  91.20    1.604    0.071
   0.2742   0.2962  91.20    1.282    0.061
   0.2962   0.3182  91.20    1.128    0.054
   0.3182   0.3512  91.20    0.934    0.043
   0.3512   0.3842  91.20    0.669    0.037
   0.3842   0.4171  91.20    0.541    0.035
   0.4171   0.4501  91.20    0.493    0.035
   0.4501   0.4821  91.20    0.357    0.030
   0.4821   0.5261  91.20    0.273    0.026
   0.5261   0.5701  91.20    0.180    0.021
   0.5701   0.6581  91.20    0.122    0.016
   0.6581   0.7681  91.20    0.048    0.011
