 1  1 0.1000E+01
 1  2 -.1544E+00
 1  3 0.5775E-02
 1  4 -.4278E-02
 1  5 -.3436E-02
 1  6 0.1676E-02
 1  7 -.3256E-02
 1  8 0.7962E-03
 1  9 -.1850E-02
 1 10 -.1321E-03
 1 11 -.4155E-02
 1 12 -.1764E-03
 1 13 -.1431E-02
 1 14 0.2581E-03
 1 15 0.7849E-04
 1 16 -.1150E-02
 1 17 0.1380E-03
 1 18 0.9415E-04
 1 19 -.1395E-02
 1 20 0.1420E-03
 1 21 0.0000E+00
 1 22 -.4171E-03
 1 23 0.0000E+00
 1 24 0.0000E+00
 1 25 -.1194E-02
 1 26 0.1368E-03
 1 27 0.0000E+00
 1 28 0.2091E-03
 1 29 0.0000E+00
 1 30 0.0000E+00
 1 31 -.7412E-03
 1 32 0.3385E-03
 1 33 0.0000E+00
 1 34 -.3628E-03
 1 35 -.9374E-04
 1 36 -.7459E-04
 1 37 0.1650E-03
 1 38 0.6163E-03
 1 39 0.5442E-04
 1 40 -.1477E-02
 1 41 -.8343E-03
 1 42 0.0000E+00
 1 43 0.1144E-02
 1 44 0.1143E-03
 1 45 0.0000E+00
 2  1 -.1544E+00
 2  2 0.1000E+01
 2  3 -.1914E+00
 2  4 0.1847E-02
 2  5 -.1517E-01
 2  6 0.4043E-02
 2  7 -.7295E-02
 2  8 0.0000E+00
 2  9 -.3860E-02
 2 10 -.1929E-03
 2 11 -.1234E-01
 2 12 -.2576E-03
 2 13 -.1592E-02
 2 14 -.3770E-03
 2 15 0.2292E-03
 2 16 -.1204E-02
 2 17 -.4030E-03
 2 18 0.1375E-03
 2 19 -.1085E-02
 2 20 -.2073E-03
 2 21 0.1511E-03
 2 22 -.4872E-03
 2 23 -.2080E-03
 2 24 0.1579E-03
 2 25 -.5454E-03
 2 26 -.1998E-03
 2 27 0.1579E-03
 2 28 0.2795E-04
 2 29 0.0000E+00
 2 30 0.0000E+00
 2 31 -.1137E-02
 2 32 0.0000E+00
 2 33 0.0000E+00
 2 34 0.5064E-03
 2 35 0.7990E-03
 2 36 0.0000E+00
 2 37 -.1471E-02
 2 38 0.0000E+00
 2 39 -.7948E-04
 2 40 0.4941E-03
 2 41 0.9512E-03
 2 42 0.0000E+00
 2 43 -.1443E-02
 2 44 -.1663E-03
 2 45 0.0000E+00
 3  1 0.5775E-02
 3  2 -.1914E+00
 3  3 0.1000E+01
 3  4 -.2279E+00
 3  5 -.1031E-01
 3  6 0.5586E-02
 3  7 -.1867E-01
 3  8 0.1987E-02
 3  9 -.1086E-01
 3 10 0.1572E-02
 3 11 -.3960E-01
 3 12 0.1543E-02
 3 13 0.8206E-03
 3 14 -.2128E-02
 3 15 0.2460E-03
 3 16 -.9504E-03
 3 17 -.1618E-02
 3 18 0.1476E-03
 3 19 -.3047E-03
 3 20 -.4450E-03
 3 21 0.1622E-03
 3 22 -.9880E-03
 3 23 -.4464E-03
 3 24 0.1695E-03
 3 25 0.1067E-03
 3 26 -.4289E-03
 3 27 0.1695E-03
 3 28 -.8157E-03
 3 29 -.2007E-03
 3 30 0.0000E+00
 3 31 0.3162E-03
 3 32 0.1768E-03
 3 33 0.1457E-03
 3 34 -.8367E-03
 3 35 -.1469E-03
 3 36 0.0000E+00
 3 37 0.6695E-03
 3 38 0.3363E-03
 3 39 -.8530E-04
 3 40 -.1037E-02
 3 41 0.1234E-02
 3 42 0.0000E+00
 3 43 -.1846E-02
 3 44 -.1429E-03
 3 45 0.0000E+00
 4  1 -.4278E-02
 4  2 0.1847E-02
 4  3 -.2279E+00
 4  4 0.1000E+01
 4  5 -.2292E+00
 4  6 -.6313E-02
 4  7 0.7567E-02
 4  8 0.1024E-02
 4  9 -.1694E-01
 4 10 0.8326E-03
 4 11 -.4281E-01
 4 12 0.0000E+00
 4 13 0.1184E-02
 4 14 -.2846E-02
 4 15 -.1081E-03
 4 16 -.2958E-03
 4 17 -.1609E-02
 4 18 -.1297E-03
 4 19 -.7496E-03
 4 20 -.1452E-02
 4 21 0.0000E+00
 4 22 -.2298E-03
 4 23 -.3923E-03
 4 24 0.0000E+00
 4 25 0.9375E-04
 4 26 -.3769E-03
 4 27 0.0000E+00
 4 28 -.1531E-02
 4 29 -.1082E-02
 4 30 0.0000E+00
 4 31 0.1280E-02
 4 32 0.4614E-03
 4 33 0.0000E+00
 4 34 -.1418E-02
 4 35 -.3612E-03
 4 36 0.1027E-03
 4 37 0.2503E-03
 4 38 -.3941E-03
 4 39 -.7496E-04
 4 40 0.8496E-03
 4 41 0.1918E-02
 4 42 0.0000E+00
 4 43 -.2979E-02
 4 44 -.1865E-03
 4 45 0.0000E+00
 5  1 -.3436E-02
 5  2 -.1517E-01
 5  3 -.1031E-01
 5  4 -.2292E+00
 5  5 0.1000E+01
 5  6 -.1278E+00
 5  7 -.2568E+00
 5  8 0.1324E-02
 5  9 0.1319E-01
 5 10 -.2287E-02
 5 11 -.6908E-01
 5 12 -.1832E-02
 5 13 -.2270E-02
 5 14 -.2350E-02
 5 15 0.1556E-02
 5 16 -.3399E-02
 5 17 -.2025E-02
 5 18 0.1206E-02
 5 19 -.1346E-02
 5 20 -.9830E-03
 5 21 0.3583E-03
 5 22 -.1893E-02
 5 23 -.1571E-02
 5 24 0.3744E-03
 5 25 -.4713E-03
 5 26 -.4737E-03
 5 27 0.1872E-03
 5 28 -.3869E-03
 5 29 -.2217E-03
 5 30 0.1825E-03
 5 31 -.1515E-02
 5 32 0.1953E-03
 5 33 0.0000E+00
 5 34 -.8710E-04
 5 35 0.9426E-03
 5 36 0.0000E+00
 5 37 -.7946E-03
 5 38 0.3714E-03
 5 39 -.9421E-04
 5 40 -.1189E-02
 5 41 0.9082E-03
 5 42 0.0000E+00
 5 43 -.1368E-02
 5 44 -.1577E-03
 5 45 0.0000E+00
 6  1 0.1676E-02
 6  2 0.4043E-02
 6  3 0.5586E-02
 6  4 -.6313E-02
 6  5 -.1278E+00
 6  6 0.1000E+01
 6  7 -.1025E-01
 6  8 -.1677E+00
 6  9 -.5958E-02
 6 10 0.1372E-01
 6 11 -.3115E-01
 6 12 -.3948E-02
 6 13 0.4986E-02
 6 14 -.4178E-02
 6 15 -.3251E-02
 6 16 0.8360E-03
 6 17 -.1887E-02
 6 18 -.1737E-02
 6 19 0.9128E-03
 6 20 -.1198E-02
